id,title,popularity,date,vote_count,vote_average,overview,poster_path
501907,幸せへのまわり道,26.632,2019-09-07,826,7.1,,/p9vCAVhDK375XyobVcKqzqzsUHE.jpg
9769,ロリータ,32.924,1997-09-27,953,7.1,,/unGWuk8kax8r4PlbGJL9y6WnfFx.jpg
374475,Toni Erdmann,10.329,2016-07-14,665,7.1,,/dk2iQRTKg3ujVRPL7LPqqW5V8b2.jpg
82684,Chasing Mavericks,13.808,2012-10-25,414,7.1,,/xD0xJIPgPBGdB6EbrKyrEaJfbzf.jpg
103332,ルビー・スパークス,14.936,2012-07-25,1142,7.1,若くして天才作家としてもてはやされたカルヴィン（ポール・ダノ）だったが、今ではひどいスランプに陥ってしまっている。そこで、理想の女の子“ルビー・スパークス”の物語を書くことに。執筆に没頭していたある日、何とカルヴィンの前に自分が空想して作り上げていたルビー（ゾーイ・カザン）が現われ……。,/sTkrd0PJJA468EHOsv242785sOb.jpg
9675,サイドウェイ,13.603,2004-10-22,1083,7.1,小説家志望の中年教師マイルスは、離婚のショックからいまだに立ち直れないでいるダメ男。そんな彼が、大学時代からの悪友ジャックと気ままな旅に出ることに。そして、それはいつしかマイルスの自分探しの旅となる。,/zOsaxYLgvZVU7cJBpPn8CuE0MrP.jpg
8469,アニマル・ハウス,15.635,1978-07-27,1030,7.1,映画史に残る大人気コメディで、ジョン・ベルーシをスターダムにのし上げた作品。ジョン・ランディス監督が情熱にまかせて撮った下品で風変わりな本作が描くのは1960年代のカレッジ・ライフ。学生クラブ“デルタ”を舞台に大爆笑の生活が巻き起こる。「ブルート」ことブルタースキー役のベルーシに加え、ティム・マシスン、トーマス・ハルス、「ヒラメ」役にスティーヴン・ファースト、カレン・アレン、ドナルド・サザーランド、ピーター・リーガート、ケヴィン・ベーコンら名俳優が脇を固める。劇中に流れるオーティス・デイ&ザ・ナイツの「Shout」も素晴らしい。,/yUHpEGoK9LB2SSPyRvlkmyJ8Ux4.jpg
436931,劇場版 ポケットモンスター キミにきめた！,121.649,2017-07-15,430,7.1,マサラタウンで暮らす少年サトシは、ポケモントレーナーの資格を得る10歳の誕生日を楽しみにしていたが、当日の朝に大寝坊をしてしまう。慌ててオーキド研究所へポケモンをもらいに行ったサトシに残されていたのは、人間に懐こうとしないピカチュウだけだった。サトシとピカチュウはぶつかりあいながらも友情を深めていき、旅立つ日に偶然にも上空を飛んでいた伝説のポケモンと言われるホウオウを見て、いつか一緒に会いに行こうと約束する。旅の途中で出会ったトレーナーからホウオウにまつわる言い伝えを聞かされたサトシたちは、いつの間にかサトシの影に潜んでいた謎のポケモン、マーシャドーに導かれるようにして、ホウオウが住むテンセイ山を目指す。,/mizn0hTHPuVridNt0GTGbEazg9Q.jpg
188538,Remember Sunday,10.867,2013-04-21,401,7.1,,/triS1L9nHDjVwWmYNBItgDo525P.jpg
369972,ファースト・マン,78.284,2018-10-11,3849,7.1,1961年、空軍でテストパイロットを務めるニール・アームストロング（ライアン・ゴズリング）は、NASAのジェミニ計画の宇宙飛行士に選ばれ、ヒューストンの有人宇宙センターで過酷な訓練を受けながら他の飛行士たちとの絆を深めていく。NASAが目指すのは、宇宙計画のライバルであるソ連もまだ到達していない月面着陸。ニールたちは使命感を胸に、この前人未到のミッションに挑んでいく。,/yq7eWJOcomywMwfwqhbnltbFCGk.jpg
335797,SING／シング,76.705,2016-11-23,5859,7.1,人間世界とよく似た、動物だけが暮らす世界。コアラのバスターが劇場支配人を務める劇場は、かつての栄光は過去のものとなり、取り壊し寸前の状況にあった。バスターは劇場の再起を賭け、世界最高の歌のオーディションの開催を企画する。極度のアガリ症のゾウ、ギャングの世界から足を洗い歌手を夢見るゴリラ、我が道を貫くパンクロックなハリネズミなどなど、個性的なメンバーが人生を変えるチャンスをつかむため、5つの候補枠をめぐってオーディションに参加する。,/gPrXfMhmvr7GZTwiVgyFUk5QQdZ.jpg
4192,ナイル殺人事件,11.105,1978-09-29,410,7.1,「オリエント急行殺人事件」に続きオールスター・キャストで映画化されたアガサ・クリスティのミステリ。原作は『ナイルに死す』。美貌と聡明さを兼ね備えた上、つい最近莫大な遺産を相続したリネット・リッジウェイは、親友ジャクリーンの婚約者と突然婚約をし、人目を避けてエジプトへハネムーンに旅立った。しかし豪華客船カルナーク号には、彼女に何らかの利害関係や遺恨、ないし敵意を抱いている者たちが勢揃いしていた……。壮大なエジプトの景色を背景に、物語中バラバラになっていた様々な謎が最後には全て一本の線で結ばれるという、クリスティ推理劇の醍醐味が存分に堪能出来る推理映画の傑作。Ｄ・ニーヴンを始め、Ｍ・ファロー、Ｊ・バーキン、Ｏ・ハッセー、Ｊ・ウォーデンらの素晴らしい役者陣に加え、ポアロ役のＰ・ユスティノフの演技が絶品！　文句のない第一級の推理映画。,/j8nF1JHYz3PgZlWin9bEhQGUd4X.jpg
465914,ビール・ストリートの恋人たち,18.011,2018-12-14,792,7.1,ジェイムズ・ボールドウィンの原作をバリー・ジェンキンス監督が映画化したラヴ・ストーリー。キキ・レイン、ステファン・ジェイムス演じる若き男女が、さまざまなアクシデントやトラブルを乗り越え、愛を深めていくまでを描く。,/qhUIOTSi3kr4290tKrVyeriyvrv.jpg
287947,シャザム！,180.416,2019-03-29,6119,7.1,身寄りのない思春期ど真ん中の子供、ビリー。ある日突然、彼は魔術師からスーパーパワーをゲット！「シャザム！」それは、最強でサイコーな魔法の言葉！これを唱えれば、筋肉ムッキムキ！稲妻バッキバッキ！のスーパーヒーローに変身できるのだ！ヒーローオタクのフレディといっしょに、悪ノリ全開！止まらない！そんなスーパーパワー絶賛ムダづかい中のビリーの前に、科学者Dr.シヴァナが現れる。手に入れたスーパーパワーのために、フレディがさらわれてしまう…ビリーはついにヒーローとして目覚める！,/2o7DEpa2Im94Y2XGP9TTMfuY6SX.jpg
277217,ディセンダント,36.616,2015-07-31,1729,7.1,ディセンダント＝“子孫”。そのタイトル通り、“もしディズニー・キャラクターに子孫がいて、10代だったら・・・？” という奇想天外なストーリーのディズニー・チャンネル オリジナル青春ミュージカル！,/65DkgHPSLVjgr6IYkpY9Aqqqid5.jpg
49948,ファンタジア2000,11.375,1999-12-17,881,7.1,,/6JszBEg8OEbkMzpY5IPTMVzxmYZ.jpg
11336,デッド・ゾーン,11.763,1983-10-21,956,7.1,田舎町の高校教師ジョニー・スミスは恋人とデートが終わった帰り道、自動車事故に会い昏睡状態となってしまう。５年が経ち奇跡的に昏睡から目覚めたジョニー。かつての恋人は結婚し両親も老い全てから取り残された彼には触れた人の過去や未来を瞬時に見抜く超常的な力が備わっていた。そんな彼に助けを求め群がる人々に嫌気がさし隠れるように暮らすジョニーだが、偶然触れた議会議員候補にとんでもない未来を見てしまう。苦悩した末、彼はついにある行動を起こす。,/yze3Z51rSPhZtwZ0ltJtFiukMb1.jpg
236735,マーシュランド,21.535,2014-09-25,682,7.1,1980年、スペインのアンダルシア。湿地帯にある小さな町で、2人の少女の行方がわからなくなる。やがて彼女らは激しい拷問を加えられた果てに殺される。ベテラン刑事のフアンとマドリードから左遷されてきたペドロは、これまでにも似た事件が起きていたことを知る。調べを進めていくうちに、貧困、汚職、麻薬密売、小児性愛といった町と住人が抱える闇を目の当たりにするフアンたち。そんな中、新たな少女失踪事件が起きてしまう。＜スペインの映画賞の最高峰であるゴヤ賞で、作品賞や監督賞などを受賞したミステリー。1980年のスペインを舞台に、少女強姦殺人事件を追い掛ける2人の刑事が事件の背後にあるさまざまな闇を目の当たりにする。メガホンを取るのは、『UNIT 7 ユニット7/麻薬取締第七班』のアルベルト・ロドリゲス。『アイム・ソー・エキサイテッド！』などのラウール・アレバロとアントニオ・デ・ラ・トレらが結集する。緊張感に満ちあふれた物語とタッチに圧倒される。＞,/v6R3cpLDHhOcuyxXNvlNOtU5kQo.jpg
1581,ホリデイ,23.861,2006-12-08,3607,7.1,ロンドンの新聞社に勤めるアイリスは、元恋人の婚約発表現場に居合わせることになり、ショックで落ち込んでいた。一方、ロサンゼルスで映画の予告編製作会社を経営するアマンダは、同棲中の恋人と派手にケンカ別れしたばかり。それぞれ傷心を抱えた2人は、“ホーム・エクスチェンジ”のwebサイトを介して知り合い、クリスマスホリデイ期間だけお互いの家を交換して、異国の地で心のリフレッシュを図ることにする。,/iJXZ7v4ndPh1JTmKBUwXESpRVmN.jpg
127380,ファインディング・ドリー,34.964,2016-06-16,9676,7.0,「ファインディング・ニモ」の奇跡の冒険から１年後。カクレクマノミのニモの親友で、何でもすぐに忘れてしまう、忘れんぼうのドリーがただひとつ忘れなかったのは《家族の思い出》。「今度は僕がドリーを助けるよ」、ニモと父マーリン、そしてカメのクラッシュに支えられて、ドリーの家族を探す感動の冒険が始まった！唯一の手がかりは＜カリフォルニア州モロ・ベイの宝石＞。ドリーたちがパパやママを探してたどり着いた先は、海の生き物にとっての禁断の場所＝《人間の世界》だった…。そこで、ドリーは7本足のタコのハンクや、泳ぎが苦手なジンベイザメのデスティニー、自分に自信がないシロイルカのベイリーなど、個性豊かな新しい仲間たちと出会う。ドリーのパパやママはいったいどこに？そして、ドリーはニモやマーリンから別れて行ってしまうのか？,/7EFiCLzzSOROiWu1eWzdgF785P7.jpg
11075,オーディション,11.55,1999-10-06,891,7.0,,/vGCELlxiZvTbvk2uDMADLaL30B8.jpg
333352,アイ・イン・ザ・スカイ 世界一安全な戦場,17.699,2015-09-11,1120,7.0,英・米・ケニアの各軍により、ケニアの首都ナイロビに潜伏するテロリスト一味を捕まえる合同作戦が開始。ロンドンにいる英軍のパウエル大佐らの指揮のもと、米軍のワッツが操作するドローン“MQ‐9リーパー”はナイロビ上空へ。だが、現地の工作員たちは小型ドローンを使い、一味が新たなテロを準備していると確信。関係者たちはテロを阻止しながらも現地の民間人たちを巻き添えにしないという、困難な課題に直面させられる。,/dZv0KG3erPgKFi2BKUpejl8NAti.jpg
9905,Shallow Grave,9.934,1994-12-22,638,7.0,,/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg
173,海底二万哩,13.491,1954-12-23,509,7.0,１８６０年代、世界各地の海で、謎の怪物による船舶の沈没事故が相次いで発生。海洋学者のアロナックス教授らはアメリカ政府から派遣され、船で調査に乗り出す。ある夜、彼らの乗った船は謎の物体と衝突。それは、権力と戦争を憎む天才科学者ネモ船長率いる万能潜水艦ノーチラス号だった。教授たちは船長に招かれ、海底へと旅に出る。,/zJrdmWtDqxz7awE7taf7FGmVrsH.jpg
412202,Handsome Devil,12.085,2017-02-15,481,7.0,,/xlHOWQFgcGV4KcZKLzYBZ21gjGT.jpg
103731,Mud,10.342,2013-04-26,2038,7.0,,/o2jT5jQdKh1HAF0fMKuGwBOwOYB.jpg
1259,あるスキャンダルの覚え書き,13.491,2006-12-25,557,7.1,ロンドン郊外の中等学校に勤めるベテラン教師バーバラは、新任の美術教師シーバとの間に友情を見出そうとする。やがて二人は仲良くなるが、シーバは男子生徒と情事にふけり……。オスカー女優競演による官能サスペンス。,/ymFybaA0r7MpwWnmUCFHYAT6Djb.jpg
336000,The Glass Castle,15.485,2017-08-10,510,7.0,,/d5fLQ9ZMa1jZ2mODCv5lOWJDugX.jpg
1584,スクール・オブ・ロック,19.913,2003-10-03,4049,7.0,バンドをクビにされ、ルームメイトのネッドからも追い出されたデューイは名門小学校で代用教員をしているネッドになりすましバイト感覚で学校へ行くが……。＜ミュージシャンでもあるジャック・ブラックが破天荒なロッカー教師を演じるコメディータッチの人間ドラマ。名門小学校にそぐわないニセ教師と小学生たちがロックを通じて交流を深める、笑いと風刺、感動、そして涙ありの作品。監督に「オースティン映画批評家協会」の設立者であるリチャード・リンクレイター。脚本は本作で友人役を演じるマイク・ホワイト。実際に楽器を演奏している子役たちの演奏の巧さもにも注目。＞,/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg
1024,乙女の祈り,10.256,1994-09-12,605,7.0,純粋でいて残酷、あまりにも多感な二人の女子高生が夢見る幻想と現実。夢に溺れる二人は、ついには自分達の領域を侵すものを抹殺しようとする……。実際に起きた事件の映画化で、彼女たちが犯行に駆り立てられるまでを鮮明に解き明かした、ピーター・ジャクソン監督による心理ドラマ。,/RNxP8i7w7W9yHVEnTJdYKUCH6R.jpg
43539,スリーデイズ,23.659,2010-11-18,2042,7.0,,/rXWk1S0Ka7WtkIbi5grCxaY98Dl.jpg
43959,ソウル・サーファー,19.604,2011-04-08,907,7.0,ベサニー・ハミルトンは、生まれ育ったハワイで、サーファーである両親と2人の兄に囲まれ、幼い時からサーフィンに明け暮れる生活を送っている。コンテストで優勝した彼女は、幼なじみの親友でライバルでもあるアラナとともに、プロサーファーとしての将来を嘱望されていた。そんなある日、アラナとその父ホルトや兄バイロンとサーフィンを楽しんでいたベサニーは、鮫に左腕を食いちぎられる大怪我を負う。,/urLCQDCOITabAud39ZwLbNFBrc4.jpg
8619,マスター・アンド・コマンダー,18.883,2003-11-14,2087,7.0,1805年。ナポレオンがヨーロッパを支配しています。 イングランドだけが彼に抵抗します。 これらはナポレオン戦争の時代であり、現在、海と海は重要かつ戦略的な戦場になっています。 大西洋では、「ラッキー」ジャックオーブリー（カラス）がキャプテンを務めるイギリスの軍艦サプライズが、それよりはるかに上位の敵軍艦に突然攻撃されます。 オーブリーは記憶に残る決定を下します：サプライズと外科医スティーブンマトゥリン（ベタニー）を含む彼女の忠実な乗組員が被った深刻な損害にもかかわらず、彼は2つの海を渡って航海し、敵を迎撃して捕まえることにしました。 これは、海の向こう側に彼を連れて世界の反対側に連れて行く追跡で、国家の運命を決定するか、キャプテンと彼の乗組員を破壊することができるミッションです。,/s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg
4512,ジェシー・ジェームズの暗殺,18.393,2007-09-07,1740,7.0,悪名高きアウトローとして数々の犯罪に手を染め、法をあざけり、自分自身のルールで生きてきたジェシー・ジェームズ（ブラッド・ピット）。理想に燃える野心家の若者ロバート・フォード（ケイシー・アフレック）は、そんなジェシーの仲間になれたことを心から喜んでいたが、思わぬ事態が彼らを待ち受ける。,/2d1S6fJS80fvseg6mJE8eq5o7Kx.jpg
1637,スピード,36.796,1994-06-09,4180,7.0,ロサンゼルスのオフィスビルにあるエレベーターに爆弾が仕掛けられ、乗客達が閉じ込められる事件が発生。ロサンゼルス市警察SWAT隊員であるジャック・トラヴェンはマクマホン分隊長や同僚のハリー達と共に爆弾を排除、乗客達を救出。さらに身代金を要求してきた犯人のハワード・ペインを追い詰めるがもう一息のところで逃げられる。  ペインは元アトランタ警察爆発物処理班員で、処理中の爆発事故により左手親指を失う障害を負って退職せざるを得なくなったが「命がけで何十年も働いてきたのに、警察当局は退職記念の金時計と障害年金を寄越しただけで、他に何も補償してくれない」と逆恨み、警察に挑戦を始めた。  逃げおおせたペインは路線バスに爆弾を仕掛け、ジャックに対応させるよう仕向ける。信管は速度測定系に連動、バスの速度が一度でも時速50マイル（約80Km）を越えると安全装置が解除され、更に、速度がこれを下回ると爆発する。爆破を阻止するために標的となったバスを止めて飛び乗ったジャックだったが、不法滞在している自分を追ってきたと思い込んだ乗客の一人が誤って発砲し、運転手(サム)が負傷。スピード違反で免停中のためバス通勤していた若い女性、アニーがハンドルを任された。,/o1Zs7VaS9y2GYH9CLeWxaVLWd3x.jpg
281,ストレンジ・デイズ/1999年12月31日,14.943,1995-10-13,821,7.0,,/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
7485,ザ・シューター 極大射程,31.666,2007-03-22,3325,7.0,元海兵隊のスナイパー、ボブ・リー・スワガーは一線を退き、広大な自然が広がる山奥で隠遁生活を送っていた。しかし、退役したアイザック・ジョンソン大佐が彼のもとを訪問し、大統領暗殺計画が発覚したため、ボブの力を借りたいと言う。ところが、それは巧妙に仕組まれた罠だった。,/tyRP8JedrDkPPvH3JxKYsdP2esu.jpg
926,ギャラクシー・クエスト,16.03,1999-12-23,1493,7.0,1979年から4年間放送された、宇宙探査局の活躍を描いた伝説的人気SF・テレビシリーズ『ギャラクシー・クエスト』。放送終了から20年経った今も人気は衰えず、ファンダムのイベントが行われるコンベンション会場は熱狂的なファン「クエスタリアン」で満員だった。『ギャラクシー・クエスト』以降、あまりぱっとしないキャスト達は、ファンへのサイン会やイベントを糧にして俳優生活を送っていた。,/mSGcOtP4xYB80vqORDrNU6fBvqp.jpg
44115,127時間,19.461,2010-11-05,5694,7.0,2003年4月25日、金曜日。アーロン青年はロッククライミングを楽しむため、ブルー・ジョン・キャニオンに向けて車を走らせる。翌日、車から降ろしたマウンテンバイクにまたがった彼は、目的のポイントに出発。軽快にロッククライミングをしていた次の瞬間、アーロンは谷底に落ちてしまう。同時に落ちた岩のひとつは無残にも彼の右腕にのしかかり、一歩も動けなくなるアーロン。それから127時間、誰も救助に現われなかった。,/hQipM3sjI7xsmKplT7w4aA8DAeB.jpg
847,ウィロー,18.838,1988-05-20,1175,7.0,,/s0HWM0TZ1eKO9prRgz5gF0YGGps.jpg
77877,一枚のめぐり逢い,26.684,2012-04-19,2755,7.0,『シャイン』のスコット・ヒックス監督が、ニコラス・スパークス原作のベストセラー小説「ザ・ラッキー・ワン」を基に描く感涙作。ある見知らぬ女性の写真を胸にイラクから帰還した海軍帰還兵と、その運命の相手との出会いを温かく見つめる。『ハイスクール・ミュージカル』シリーズのザック・エフロンが主演を務め、その相手役を『アフター・ザ・レイン』のテイラー・シリングが演じている。少しずつ距離が縮まっていく男女の関係に胸が高鳴る。,/jR51gHg4j25Yw2eo7yHWTbaNLf2.jpg
445651,ダーケスト・マインド,99.045,2018-07-25,1986,7.0,,/94RaS52zmsqaiAe1TG20pdbJCZr.jpg
11509,シルバラード,17.106,1985-07-10,428,7.0,R・カスダンが製作から脚本、監督まで務めた痛快娯楽ウェスタン。とある事件で出獄したばかりのエメットは、故郷シルバラードに向かう途中、仲間に身ぐるみをはがされたというペイドンと出会う。エメットの弟で正当防衛の殺人で投獄されていたジェイクを助けて逃亡し、そこへ黒人ガンマンのマルが加勢。4人は一途、シルバラードへ向かうが、しかしそこには土地独占を企てる牧場主が嫌がらせを続けており、エメットの姉夫婦も立ち退きを要求されていた。そして酒場のオーナーで町の保安官として君臨しているコッブ達の悪行に怒ったエメットは仲間と共に一味に戦いを挑む……。,/h44EUq2CAKSQi5A14ddzT3bahcR.jpg
7304,ワイルド・バレット,14.602,2006-01-06,693,7.0,,/1RhbDPqIerKZv19fbF7Y01aaV3H.jpg
272878,Max,21.939,2015-06-26,559,7.0,,/iXnAwLT3OPWfeaqpPVIsbfu3OIH.jpg
9303,Bound,15.042,1996-09-13,510,7.0,,/gCEZcbkCmM5ODi3ABMkktAM3gvH.jpg
554241,Playing with Fire,23.152,2019-11-08,425,7.0,,/nBLPIpReSatt1zcgVzSVzq5e581.jpg
508791,The Sun Is Also a Star,38.236,2019-05-16,442,7.0,,/pYfI62qgone3Ai0tzgxtQq7chDE.jpg
308084,Tangerine,10.537,2015-07-10,421,7.0,,/EKLR5c61XQzBTeMokFrmS3kdt8.jpg
82633,欲望のバージニア,20.72,2012-08-29,2210,7.0,,/kmjy8rX4lY2x1UCJIH24VvUtDXJ.jpg
1643,ラストタンゴ・イン・パリ,10.159,1972-10-14,823,7.0,,/qX0Chw8rJP1RwcXEVAvMCPanGR2.jpg
15400,ミッキーのクリスマスの贈りもの,16.156,1999-10-31,446,7.0,楽しくて心おどる特別な一日。そう、その日はクリスマス。さあ、ミッキーたちの愉快で愛情いっぱいの物語がはじまります。ドナルドは甥っ子のヒューイ、デューイ、ルーイたちの「毎日がクリスマスになりますように」という願いが叶ってしまい大忙し。サンタが家にやってくるのを信じるグーフィーと息子のマックスは、泥棒をサンタと間違えたり、屋根からすべり落ちたりの大騒動。そして、ミッキーとミニーはお互いを思いやるあまり、自分の大切なものを売ってまで、「素敵なクリスマスの贈りもの」を交換します。フィナーレはみんなでクリスマスソングを大合唱。すべての人の心をあたたかい気持ちで満たしてくれるクリスマスにぴったりのお話。,/iBmKN7zS8fl0rhgtOr9T8BM90k8.jpg
402897,スターリンの葬送狂騒曲,16.571,2017-10-20,1187,7.0,大量虐殺による恐怖ですべてを支配してきた独裁者、スターリンが1953年に死去。そこから始まる後釜を狙いの熾烈な権力バトルを描く。スティーヴ・ブシェミほか個性派俳優陣共演によるブラック・コメディ。,/xAKqG5SpsHU7vI6Fh4UYxFrDDZZ.jpg
22826,Il mostro,6.65,1994-10-22,450,7.0,,/i4mYAgqcbLKJV7s9LQqXrlJh9sS.jpg
18240,あなたは私の婿になる,44.973,2009-06-01,4661,7.0,ニューヨークの出版社に勤めるやり手の編集長マーガレット。40代独身で妥協を許さない彼女は、部下たちから“魔女”と恐れられていた。ある日、彼女は入国管理局から国外退去を命じられる。カナダ国籍の彼女は、忙しさでビザの申請を忘れていたのだ。なんとか処分を逃れたい彼女は、その場にいたアシスタント、アンドリューと結婚するとでまかせを言ってしまう。だが、もし嘘が発覚すれば両者とも重罪に問われることになってしまう。,/1pPy21X1PrOScSHIC2k7jew37oD.jpg
11219,ハリーの災難,10.687,1955-10-03,479,7.0,森の中で発見された男の死体をめぐって繰り広げられるユーモラスなサスペンス。軽妙な演技が光るシャーリー・マクレーンのデビュー作としても知られる、アルフレッド・ヒッチコックによる1955年の作品。,/uUXLq7fEG3hI46ZFMZzgHj11S6S.jpg
9994,The Great Mouse Detective,16.757,1986-07-02,1117,7.0,,/9uDr7vfjCFr39KGCcqrk44Cg7fQ.jpg
2742,裸のランチ,12.54,1991-12-27,605,7.0,害虫駆除を仕事にしている小説家志望の主人公ウィリアム（P・ウェラー）。彼は寸暇を惜しんでタイプライターに向かっているが、その分、本業がおろそかになっている。妻（J・デイヴィス）は麻薬に手をだし、廃人の一歩手前。そんな中、かつては中毒者だった彼自身、自分の売る怪しげな殺虫剤を試して、恐ろしい幻覚と溢れる想像力を交互に得るようになる……。W・バロウズの有名な同名小説を「ザ・フライ」「戦慄の絆」のD・クローネンバーグが監督した問題作。,/56rxpTk1uene1DXabbdbwjCqFe9.jpg
1781,不都合な真実,12.471,2006-05-24,589,7.0,アル・ゴア元米副大統領が環境問題を提起するドキュメンタリー映画。彼のスライド講演を中心に、地球崩壊の危機を訴える。監督は、『24 TWENTY FOUR』や『ER 緊急救命室』を手がけたデイヴィス・グッゲンハイム。,/xgxVyBK0ZSAvWDi88KtPMBf4teo.jpg
332872,ジュリエッタ,10.421,2016-04-08,637,7.0,,/kiiAXDU4X0aZkaSg1iEKpRFycKR.jpg
11971,Much Ado About Nothing,12.646,1993-05-07,475,7.0,,/4LNcL4VZVMXrwL8oCVBJJUGeMB.jpg
338967,ゾンビランド：ダブルタップ,207.468,2019-10-09,3388,7.0,全米公開当時、“ゾンビ映画史上No．1”の大ヒットを記録した人気作「ゾンビランド」の続編。前作で青年コロンバスが独自に編み出した、ゾンビと戦うための“32のルール”は、本作では“73のルール”に急増。命懸けの非常事態ながら、おなじみの登場人物たちは相変わらず悪ノリ全開で、独自のブラックユーモアを前作から継承。笑いとスリルのユニークなコンビネーションを楽しめる。B級ながら、「スリー・ビルボード」のハレルソン、「ラ・ラ・ランド」のストーンら前作の豪華出演陣が再結集したのも見もの。,/6OkkpSC9IyhcD6Gts9ap9Mk5sV8.jpg
1985,ナイロビの蜂,14.723,2005-08-31,958,7.0,レイフ・ファインズ主演の社会派サスペンス。ナイロビに駐留する英国外交官ジャスティンは、慈善活動に熱心な妻を殺されてしまう。その後、彼は独自に調査を開始。やがて薬物実験や汚職など、多国籍企業による陰謀が浮き彫りになっていく。,/nkXq7V7mmJVbvwZGr3nxkHo7HkS.jpg
315011,シン・ゴジラ,30.134,2016-07-29,616,7.0,ゴジラシリーズ第29作。総監督・脚本に庵野秀明、監督・特技監督に樋口真嗣を迎え製作された完全新作。  東京湾アクアトンネルが崩落する事故が発生。首相官邸での緊急会議で内閣官房副長官・矢口蘭堂（長谷川博己）が、海中に潜む謎の生物が事故を起こした可能性を指摘する。その後、海上に巨大不明生物が出現。さらには蒲田に上陸し、街を破壊しながら突進していく。政府の緊急対策本部は自衛隊に対し防衛出動命令を下し、“ゴジラ”と名付けられた巨大不明生物に立ち向かうが……。,/9yYDvnH4w0zGjeRZTabADQgn0hv.jpg
75258,ティンカー・ベルと輝く羽の秘密,28.638,2012-08-17,806,7.0,ピクシー・ホロウのはずれに冬の森があると聞いたティンカー・ベルは、禁じられた境界線を越えて冬の森を訪れ、そこで自分にそっくりな冬の妖精ペリウィンクルと出会う。仲良くなった二人は、お互いの住む村や森に相手を誘うようになるのだが、そんな行動がピクシー・ホロウに重大な危機を招くことになるなど、まったく気がついていなかった。,/iOp2tq3KkrSpVZ5DE2RFvV2OPv9.jpg
11527,Excalibur,15.235,1981-04-10,626,7.0,,/nNgSBynGP63B7g0A9AGq3EQIPwS.jpg
7326,JUNO/ジュノ,19.554,2007-12-05,5484,7.0,16歳のジュノは、好奇心から同級生のブリーカーと寝てしまう。そして、彼女は妊娠してしまい……。アカデミー脚本賞の受賞をはじめ、数々の映画祭で話題を呼んだ、ジェイソン・ライトマン監督作品。,/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg
567604,Once Upon a Deadpool,36.332,2018-12-11,461,7.0,,/5Ka49BWWyKMXr93YMbH5wLN7aAM.jpg
437033,Toc Toc,14.128,2017-09-01,801,7.0,,/joZlq9ccyJ8es0imyDmW0fZ4TOe.jpg
18533,ブロンソン,13.576,2008-10-09,1779,7.0,1974年、19歳のマイケル・ピーターソンは有名になりたかった。 お手製の散弾銃を作り、郵便局を襲った彼はあっさり捕まり、7年間の刑務所暮らしを宣告される…マイケルは自分を俳優の【チャールズ・ブロンソン】の分身であると主張、そのキャラクターを通し、その後、34年間に渡り刑務所生活をおくることとなった。,/mmxD5qqjfF23rLE7FKWLp1Lvm79.jpg
16553,小さな恋のものがたり,12.978,2005-09-30,524,7.0,,/d6iDrWNhNAyYZFKhVQTWwp3OQdw.jpg
8982,トム・ヤム・クン!,36.156,2005-08-11,528,7.0,,/gWNHpDS4dTNHgYNhbxmwzmDsQrV.jpg
378,赤ちゃん泥棒,10.75,1987-03-01,1354,7.0,,/m5Zp4K4hKdPhsBl3E0p8I7QomlT.jpg
53487,This Must Be the Place,14.076,2011-08-24,857,7.0,,/shypvXowguyXUhtbknBAUiHe11D.jpg
228970,わたしに会うまでの1600キロ,15.415,2014-01-16,1816,7.0,"砂漠と山道を徒歩で旅することにしたシェリル。旅をスタートさせる少し前、シェリルは母の死を受け入れられず、薬と男に溺れる日々を送り、結婚生活は崩壊してしまう。シェリルは人生について思い直し、自分自身を取り戻そうと決意。こうして彼女は旅に出たが、寒さが厳しい雪山や極度の暑さが体力を奪っていく砂漠が彼女を苦しめ……。＜リース・ウィザースプーンが、1,600キロの距離を3か月かけて1人で歩き通した女性を演じたヒューマンドラマ。第二の人生を歩むために、自然歩道のパシフィック・クレイスト・トレイルに挑んだ実在の女性、シェリル・ストレイドのベストセラーを基に、『ダラス・バイヤーズクラブ』などのジャン＝マルク・ヴァレが映画化。『ランブリング・ローズ』などのローラ・ダーンが共演する。美しく壮大な情景、過酷な旅と共につづられるヒロインの人生を体現したリースの演技に圧倒される。＞",/p2sOHepA2ryszaAVpB2lLVMPq3L.jpg
11636,香港国際警察／New Police Story,17.283,2004-09-23,433,7.0,,/7ZT5LQ9Se5swVyuUcC5sNJW83GX.jpg
457799,テッド・バンディ,22.644,2019-05-02,2414,7.0,,/zSuJ3r5zr5T26tTxyygHhgkUAIM.jpg
156700,The Kings of Summer,13.041,2013-01-19,832,7.0,,/6dcIbwJuxlEnzLe0EaGFvsh4ZdS.jpg
398,カポーティ,15.532,2005-09-30,974,7.0,天才作家トルーマン・カポーティの代表作、『冷血』の誕生秘話を描き出した伝記ドラマ。全米が震撼した一家惨殺事件を小説化しようと犯人であるペリーへの取材を進めるうち、彼の心とシンクロしていく。,/k7z0tDxzbDNev7F8l3Y56Pk5seR.jpg
